snapshot_id,race_key,question_id,poll_id,race_id,cycle,state,stage,start_date,end_date,election_date,candidate_rows,unique_candidates,democratic_rows,republican_rows,major_party_rows,dem_candidate_id,rep_candidate_id,dem_candidate_name,rep_candidate_name,dem_pct,rep_pct,major_party_pct_sum,dem_margin,question_pct_sum,has_one_democrat,has_one_republican,has_both_major_parties,has_valid_major_party_pct,is_general_stage,is_hypothetical,is_ranked_choice,is_internal,is_partisan,is_tracking,metadata_consistent,pollster,pollster_id,pollster_rating_id,display_name,pollster_name,sponsors,poll_url,poll_source,population,population_full,sample_size,methodology,numeric_grade,pollscore,transparency_score,notes,excluded_after_snapshot,excluded_after_election,excluded_non_general_stage,excluded_hypothetical,excluded_ranked_choice,excluded_missing_major_party_matchup,excluded_multiple_democrats,excluded_multiple_republicans,excluded_invalid_major_party_pct,excluded_inconsistent_metadata,is_eligible,exclusion_reasons,snapshot_date,days_old,days_before_election_at_snapshot,days_before_election,snapshot_election_date,aggregation_sample_size_raw,aggregation_dem_margin,aggregation_days_old,recency_weight,sample_size_weight,aggregation_sample_size,sample_size_imputed,raw_poll_weight,included_in_aggregate,normalized_poll_weight
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86187,53707,96,2018,AZ,general,2018-06-17,2018-06-21,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,49.0,38.0,87.0,11.0,87.0,True,True,True,True,True,False,False,False,False,False,True,Marist College,1205,183,Marist College,,NBC News,http://media1.s-nbcnews.com/i/today/z_creative/Toss%20Up%20Questions_NBC%20News_Marist%20Poll_Arizona%20Annotated%20Questionnaire_June%202018.pdf,538,rv,rv,839.0,Live Phone,2.9,-0.9,,,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,18,120,120,2018-11-06,839.0,11.0,18,0.410167678003819,1.1825114516711175,839.0,False,0.48502797634486744,True,0.053935286583510385
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86300,53758,96,2018,AZ,general,2018-04-02,2018-04-23,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,51.0,42.0,93.0,9.0,93.0,True,True,True,True,True,False,False,False,False,False,True,SurveyMonkey,1193,324,SurveyMonkey,,Axios,https://drive.google.com/file/d/1-wXoFthHd-fsFnJb5ZsmoZtS-Q9Xn7MV/view,538,rv,rv,1667.0,Online Opt-In Panel,2.0,0.2,,,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,77,120,120,2018-11-06,1667.0,9.0,77,0.022097086912079608,1.6668333250008331,1667.0,False,0.036832160850494046,True,0.004095749622386436
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86189,53708,96,2018,AZ,general,2018-04-10,2018-04-11,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,48.0,42.0,90.0,6.0,90.0,True,True,True,True,True,False,False,False,False,False,True,OH Predictive Insights / MBQF,1293,235,OH Predictive Insights,,KNXV-TV,http://createsend.com/t/i-E1269679105F7FA92540EF23F30FEDED,538,lv,lv,600.0,,2.4,-0.4,,,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,89,120,120,2018-11-06,600.0,6.0,89,0.012198580971182978,1.0,600.0,False,0.012198580971182978,True,0.001356486620732785
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86192,53709,96,2018,AZ,general,2018-03-15,2018-03-16,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,46.0,41.0,87.0,5.0,87.0,True,True,True,True,True,False,False,False,False,False,True,PPP,383,263,Public Policy Polling,,Protect Our Care,http://www.protectourcare.org/wp-content/uploads/2018/03/PPP-Poll-AZ-ACA-Memo-and-Results-March-21.pdf,538,v,v,547.0,,1.4,0.0,,,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,115,120,120,2018-11-06,547.0,5.0,115,0.0033670813329960067,0.9548123724935003,547.0,False,0.0032149309159364946,True,0.000357501481881391
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,86193,53710,96,2018,AZ,general,2017-11-09,2017-11-09,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,46.0,45.0,91.0,1.0,91.0,True,True,True,True,True,False,False,False,False,False,True,OH Predictive Insights / MBQF,1293,235,OH Predictive Insights,,,http://createsend.com/t/i-2DEC10E907A50F722540EF23F30FEDED,538,lv,lv,600.0,IVR,2.4,-0.4,,,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,242,120,120,2018-11-06,600.0,1.0,242,6.2586620789156915e-06,1.0,600.0,False,6.2586620789156915e-06,True,6.959654892476778e-07
2018_AZ_96_20181106_D120,2018_AZ_96_20181106,137448,73319,96,2018,AZ,general,2017-10-28,2017-10-31,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,33.26,29.25,62.51,4.009999999999998,62.51,True,True,True,True,True,False,False,False,False,False,True,Revily,1368,284,Revily,,,https://web.archive.org/web/20171107021906/https://structurecms-staging-psyclone.netdna-ssl.com/client_assets/kelliward/media/attachments/59fb/275a/6970/2d1b/c8cd/0300/59fb275a69702d1bc8cd0300.pdf?1509631834,538,lv,lv,850.0,IVR/Online Opt-In Panel,1.4,0.1,,,False,False,False,False,False,False,False,False,False,False,True,,2018-07-09,251,120,120,2018-11-06,850.0,4.009999999999998,251,4.008318476307756e-06,1.1902380714238083,850.0,False,4.770853252892961e-06,True,5.305206091033713e-07
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86174,53703,96,2018,AZ,general,2018-07-24,2018-07-25,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,48.0,44.0,92.0,4.0,92.0,True,True,True,True,True,False,False,False,False,False,True,OH Predictive Insights / MBQF,1293,235,OH Predictive Insights,,KNXV-TV,http://createsend.com/t/i-C80F93AE97C9CCCA2540EF23F30FEDED,538,lv,lv,600.0,IVR/Live Phone,2.4,-0.4,,they may no longer be affiliated with MBQF; dates might be one day earlier?,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,14,90,90,2018-11-06,600.0,4.0,14,0.5,1.0,600.0,False,0.5,True,0.19714202301243178
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86178,53704,96,2018,AZ,general,2018-06-27,2018-07-02,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,43.0,39.0,82.0,4.0,82.0,True,True,True,True,True,False,False,False,False,False,True,Gravis Marketing (2020 and earlier),801,124,Gravis Marketing,,,http://orlando-politics.com/wp-content/uploads/2018/07/Arizona-July-3-2018.pdf,538,lv,lv,925.0,IVR/Online Opt-In Panel,2.0,-0.9,,,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,37,90,90,2018-11-06,925.0,4.0,37,0.16011083622053407,1.241638702145945,925.0,False,0.19879981088436588,True,0.0783835937844655
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86297,53757,96,2018,AZ,general,2018-06-11,2018-07-02,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,48.0,44.0,92.0,4.0,92.0,True,True,True,True,True,False,False,False,False,False,True,SurveyMonkey,1193,324,SurveyMonkey,,Axios,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,rv,rv,1290.0,Online Opt-In Panel,2.0,0.2,,,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,37,90,90,2018-11-06,1290.0,4.0,37,0.16011083622053407,1.466287829861518,1290.0,False,0.23476857057911985,True,0.09256550188740911
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86382,53757,96,2018,AZ,general,2018-06-11,2018-07-02,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,51.0,45.0,96.0,6.0,96.0,True,True,True,True,True,False,False,False,False,False,True,SurveyMonkey,1193,324,SurveyMonkey,,Axios,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,lv,lv,1215.0,Online Opt-In Panel,2.0,0.2,,certain/probably lv model,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,37,90,90,2018-11-06,1215.0,6.0,37,0.16011083622053407,1.4230249470757708,1215.0,False,0.2278417142389829,True,0.08983435294338694
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86383,53757,96,2018,AZ,general,2018-06-11,2018-07-02,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,51.0,46.0,97.0,5.0,97.0,True,True,True,True,True,False,False,False,False,False,True,SurveyMonkey,1193,324,SurveyMonkey,,Axios,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,lv,lv,1111.0,Online Opt-In Panel,2.0,0.2,,absolutely certain lv model,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,37,90,90,2018-11-06,1111.0,5.0,37,0.16011083622053407,1.3607595917966797,1111.0,False,0.21787235613767897,True,0.08590359409493407
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86384,53757,96,2018,AZ,general,2018-06-11,2018-07-02,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,51.0,45.0,96.0,6.0,96.0,True,True,True,True,True,False,False,False,False,False,True,SurveyMonkey,1193,324,SurveyMonkey,,Axios,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,lv,lv,1140.0,Online Opt-In Panel,2.0,0.2,,more/same enthusiasm lv model,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,37,90,90,2018-11-06,1140.0,6.0,37,0.16011083622053407,1.378404875209022,1140.0,False,0.22069755722017745,True,0.0870175258085754
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86385,53757,96,2018,AZ,general,2018-06-11,2018-07-02,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,49.0,47.0,96.0,2.0,96.0,True,True,True,True,True,False,False,False,False,False,True,SurveyMonkey,1193,324,SurveyMonkey,,Axios,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,lv,lv,1290.0,Online Opt-In Panel,2.0,0.2,,2014 model lv model,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,37,90,90,2018-11-06,1290.0,2.0,37,0.16011083622053407,1.466287829861518,1290.0,False,0.23476857057911985,True,0.09256550188740911
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86386,53757,96,2018,AZ,general,2018-06-11,2018-07-02,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,47.0,46.0,93.0,1.0,93.0,True,True,True,True,True,False,False,False,False,False,True,SurveyMonkey,1193,324,SurveyMonkey,,Axios,https://drive.google.com/file/d/1aerd3_1pJ276A7rLNRQ_Y3ifiUtSraan/view,538,lv,lv,1290.0,Online Opt-In Panel,2.0,0.2,,2016 model lv model,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,37,90,90,2018-11-06,1290.0,1.0,37,0.16011083622053407,1.466287829861518,1290.0,False,0.23476857057911985,True,0.09256550188740911
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86180,53705,96,2018,AZ,general,2018-06-21,2018-06-22,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,40.0,31.8,71.8,8.2,71.8,True,True,True,True,True,False,False,False,False,False,True,Emerson,1102,88,Emerson College,,,https://www.emerson.edu/sites/default/files/Files/Academics/ecp-az-6.24.pdf,538,rv,rv,650.0,IVR/Online Opt-In Panel,2.9,-1.1,,,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,47,90,90,2018-11-06,650.0,8.2,47,0.09758864776946373,1.0408329997330663,650.0,False,0.10157348499778454,True,0.04004880463377227
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86185,53706,96,2018,AZ,general,2018-06-19,2018-06-22,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,41.0,34.0,75.0,7.0,75.0,True,True,True,True,True,False,False,False,False,False,True,YouGov,568,391,YouGov,,CBS News,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mq7qziahgv/cbs_20180624_AZ.pdf,538,rv,rv,1001.0,Online Matched Sample,3.0,-1.1,,,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,47,90,90,2018-11-06,1001.0,7.0,47,0.09758864776946373,1.2916397846665042,1001.0,False,0.12604937999084545,True,0.04969925954171602
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,137823,53706,96,2018,AZ,general,2018-06-19,2018-06-22,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,45.0,37.0,82.0,8.0,82.0,True,True,True,True,True,False,False,False,False,False,True,YouGov,568,391,YouGov,,CBS News,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mq7qziahgv/cbs_20180624_AZ.pdf,538,lv,lv,869.0,Online Matched Sample,3.0,-1.1,,,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,47,90,90,2018-11-06,869.0,8.0,47,0.09758864776946373,1.2034672132357132,869.0,False,0.11744473797455811,True,0.04630658647293871
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86187,53707,96,2018,AZ,general,2018-06-17,2018-06-21,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,49.0,38.0,87.0,11.0,87.0,True,True,True,True,True,False,False,False,False,False,True,Marist College,1205,183,Marist College,,NBC News,http://media1.s-nbcnews.com/i/today/z_creative/Toss%20Up%20Questions_NBC%20News_Marist%20Poll_Arizona%20Annotated%20Questionnaire_June%202018.pdf,538,rv,rv,839.0,Live Phone,2.9,-0.9,,,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,48,90,90,2018-11-06,839.0,11.0,48,0.0928746430710593,1.1825114516711175,839.0,False,0.10982532900139523,True,0.0433023750746819
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86300,53758,96,2018,AZ,general,2018-04-02,2018-04-23,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,51.0,42.0,93.0,9.0,93.0,True,True,True,True,True,False,False,False,False,False,True,SurveyMonkey,1193,324,SurveyMonkey,,Axios,https://drive.google.com/file/d/1-wXoFthHd-fsFnJb5ZsmoZtS-Q9Xn7MV/view,538,rv,rv,1667.0,Online Opt-In Panel,2.0,0.2,,,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,107,90,90,2018-11-06,1667.0,9.0,107,0.005003463631891689,1.6668333250008331,1667.0,False,0.008339939922066768,True,0.0032883052560767705
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86189,53708,96,2018,AZ,general,2018-04-10,2018-04-11,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,48.0,42.0,90.0,6.0,90.0,True,True,True,True,True,False,False,False,False,False,True,OH Predictive Insights / MBQF,1293,235,OH Predictive Insights,,KNXV-TV,http://createsend.com/t/i-E1269679105F7FA92540EF23F30FEDED,538,lv,lv,600.0,,2.4,-0.4,,,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,119,90,90,2018-11-06,600.0,6.0,119,0.0027621358640099515,1.0,600.0,False,0.0027621358640099515,True,0.001089066104132226
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86192,53709,96,2018,AZ,general,2018-03-15,2018-03-16,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,46.0,41.0,87.0,5.0,87.0,True,True,True,True,True,False,False,False,False,False,True,PPP,383,263,Public Policy Polling,,Protect Our Care,http://www.protectourcare.org/wp-content/uploads/2018/03/PPP-Poll-AZ-ACA-Memo-and-Results-March-21.pdf,538,v,v,547.0,,1.4,0.0,,,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,145,90,90,2018-11-06,547.0,5.0,145,0.0007624113106989359,0.9548123724935003,547.0,False,0.0007279597523843302,True,0.00028702291651335154
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,86193,53710,96,2018,AZ,general,2017-11-09,2017-11-09,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,46.0,45.0,91.0,1.0,91.0,True,True,True,True,True,False,False,False,False,False,True,OH Predictive Insights / MBQF,1293,235,OH Predictive Insights,,,http://createsend.com/t/i-2DEC10E907A50F722540EF23F30FEDED,538,lv,lv,600.0,IVR,2.4,-0.4,,,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,272,90,90,2018-11-06,600.0,1.0,272,1.4171545878762705e-06,1.0,600.0,False,1.4171545878762705e-06,True,5.587614447505539e-07
2018_AZ_96_20181106_D090,2018_AZ_96_20181106,137448,73319,96,2018,AZ,general,2017-10-28,2017-10-31,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,33.26,29.25,62.51,4.009999999999998,62.51,True,True,True,True,True,False,False,False,False,False,True,Revily,1368,284,Revily,,,https://web.archive.org/web/20171107021906/https://structurecms-staging-psyclone.netdna-ssl.com/client_assets/kelliward/media/attachments/59fb/275a/6970/2d1b/c8cd/0300/59fb275a69702d1bc8cd0300.pdf?1509631834,538,lv,lv,850.0,IVR/Online Opt-In Panel,1.4,0.1,,,False,False,False,False,False,False,False,False,False,False,True,,2018-08-08,281,90,90,2018-11-06,850.0,4.009999999999998,281,9.076072244745452e-07,1.1902380714238083,850.0,False,1.080268672468898e-06,True,4.2593270297494526e-07
2018_AZ_96_20181106_D060,2018_AZ_96_20181106,86714,53912,96,2018,AZ,general,2018-09-05,2018-09-07,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,48.0,49.0,97.0,-1.0,97.0,True,True,True,True,True,False,False,False,False,False,True,Gravis Marketing (2020 and earlier),801,124,Gravis Marketing,,,http://orlando-politics.com/wp-content/uploads/2018/09/Arizona-September-7-2018.pdf,538,lv,lv,882.0,IVR/Online Opt-In Panel,2.0,-0.9,,,False,False,False,False,False,False,False,False,False,False,True,,2018-09-07,0,60,60,2018-11-06,882.0,-1.0,0,1.0,1.2124355652982142,882.0,False,1.2124355652982142,True,0.4431364326127119
2018_AZ_96_20181106_D060,2018_AZ_96_20181106,86831,53960,96,2018,AZ,general,2018-09-05,2018-09-06,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,45.5,48.6,94.1,-3.1000000000000014,94.1,True,True,True,True,True,False,False,False,False,False,True,OH Predictive Insights / MBQF,1293,235,OH Predictive Insights,,KNXV-TV,https://www.politico.com/f/?id=00000165-cb77-db94-ab7f-cfffd5eb0000,538,lv,lv,597.0,IVR/Live Phone,2.4,-0.4,,,False,False,False,False,False,False,False,False,False,False,True,,2018-09-07,1,60,60,2018-11-06,597.0,-3.1000000000000014,1,0.9516951530106196,0.9974968671630001,597.0,False,0.9493129336223051,True,0.34696701324084467
2018_AZ_96_20181106_D060,2018_AZ_96_20181106,86174,53703,96,2018,AZ,general,2018-07-24,2018-07-25,2018-11-06,2,2,1,1,2,12409,12410,Kyrsten Sinema,Martha McSally,48.0,44.0,92.0,4.0,92.0,True,True,True,True,True,False,False,False,False,False,True,OH Predictive Insights / MBQF,1293,235,OH Predictive Insights,,KNXV-TV,http://createsend.com/t/i-C80F93AE97C9CCCA2540EF23F30FEDED,538,lv,lv,600.0,IVR/Live Phone,2.4,-0.4,,they may no longer be affiliated with MBQF; dates might be one day earlier?,False,False,False,False,False,False,False,False,False,False,True,,2018-09-07,44,60,60,2018-11-06,600.0,4.0,44,0.11321545803298831,1.0,600.0,False,0.11321545803298831,True,0.04137943130776827
