seat_id,state,senate_class,observation_count,first_previous_cycle,last_current_cycle,mean_seat_swing_dem,mean_national_swing_dem,elasticity_numerator,elasticity_denominator,raw_elasticity,shrinkage_target,shrinkage_strength,elasticity_variation_retained,shrunk_elasticity,ridge_lambda,information_weight,regularized_elasticity,raw_residual_sum_squares,raw_residual_mae,raw_residual_rmse,national_swing_sum_squares
MT_CLASS_2,MT,2,1,2014,2020,8.081859056619152,9.2,74.3531033208962,84.63999999999999,0.8784629409368645,1.0,0.5,0.5,0.9392314704684323,30.0,0.73831123517097,0.9102678238040494,3.1554436208840472e-30,1.7763568394002505e-15,1.7763568394002505e-15,84.63999999999999
NC_CLASS_2,NC,2,1,2014,2020,-0.1982760029737562,9.2,-1.8241392273585568,84.63999999999999,-0.021551739453669155,1.0,0.5,0.5,0.48922413027316547,30.0,0.73831123517097,0.24577687345290866,0.0,0.0,0.0,84.63999999999999
NC_CLASS_3,NC,3,1,2016,2022,2.607866889257906,-1.7999999999999998,-4.69416040066423,3.2399999999999993,-1.4488149384766145,1.0,0.5,0.5,-0.22440746923830712,30.0,0.0974729241877256,0.7613068471520991,0.0,0.0,0.0,3.2399999999999993
ND_CLASS_1,ND,1,2,2012,2024,-16.975725527699865,-0.04999999999999982,79.49372334733195,114.00999999999999,0.6972522002221907,1.0,0.5,0.5,0.8486261001110953,30.0,0.7916811332546351,0.7603202787815566,574.0108464979442,16.940862917688754,16.94123440747374,114.00999999999999
ND_CLASS_3,ND,3,1,2016,2022,25.83030046323495,-1.7999999999999998,-46.4945408338229,3.2399999999999993,-14.350166924019417,1.0,0.5,0.5,-6.675083462009709,30.0,0.0974729241877256,-0.49622565685387765,0.0,0.0,0.0,3.2399999999999993
NE_CLASS_1,NE,1,2,2012,2024,4.427390125426129,-0.04999999999999982,-131.4133850985468,114.00999999999999,-1.1526478826291273,1.0,0.5,0.5,-0.07632394131456355,30.0,0.7916811332546351,-0.7042107152180179,38.191240167890754,4.369757731294673,4.369853554061667,114.00999999999999
NE_CLASS_2,NE,2,1,2014,2020,-9.667922589880485,9.2,-88.94488782690046,84.63999999999999,-1.0508611510739658,1.0,0.5,0.5,-0.025430575536983024,30.0,0.73831123517097,-0.5141738296135772,0.0,0.0,0.0,84.63999999999999
NH_CLASS_2,NH,2,1,2014,2020,12.774242428101957,9.2,117.52303033853799,84.63999999999999,1.388504611750213,1.0,0.5,0.5,1.1942523058751064,30.0,0.73831123517097,1.2868373197709178,3.1554436208840472e-30,1.7763568394002505e-15,1.7763568394002505e-15,84.63999999999999
NH_CLASS_3,NH,3,1,2016,2022,9.206361368620078,-1.7999999999999998,-16.57145046351614,3.2399999999999993,-5.114645204788933,1.0,0.5,0.5,-2.0573226023944664,30.0,0.0974729241877256,0.4039876515187685,0.0,0.0,0.0,3.2399999999999993
NJ_CLASS_1,NJ,1,2,2012,2024,-4.991392999443406,-0.04999999999999982,-49.39911645549413,114.00999999999999,-0.43328757526089057,1.0,0.5,0.5,0.28335621236955477,30.0,0.7916811332546351,-0.13470673186232984,50.26369290895042,5.01305737820645,5.01316730764845,114.00999999999999
NJ_CLASS_2,NJ,2,1,2014,2020,2.8523839534503583,9.2,26.241932371743296,84.63999999999999,0.3100417340706912,1.0,0.5,0.5,0.6550208670353456,30.0,0.73831123517097,0.49059606046531146,1.9721522630525295e-31,4.440892098500626e-16,4.440892098500626e-16,84.63999999999999
NM_CLASS_1,NM,1,2,2012,2024,2.080880397482453,-0.04999999999999982,298.83856445103885,114.00999999999999,2.621160989834566,1.0,0.5,0.5,1.810580494917283,30.0,0.7916811332546351,2.2834425696204352,9.785772549309637,2.2119384469741803,2.2119869517370168,114.00999999999999
NM_CLASS_2,NM,2,1,2014,2020,-4.84638494649532,9.2,-44.58674150775694,84.63999999999999,-0.5267809724451435,1.0,0.5,0.5,0.23660951377742823,30.0,0.73831123517097,-0.12723954560150852,0.0,0.0,0.0,84.63999999999999
NV_CLASS_1,NV,1,2,2012,2024,1.5133249426245712,-0.04999999999999982,75.5771055743374,114.00999999999999,0.6628989174137129,1.0,0.5,0.5,0.8314494587068564,30.0,0.7916811332546351,0.7331234329167239,4.783348009608856,1.5464698884952566,1.546503800449397,114.00999999999999
NV_CLASS_3,NV,3,1,2016,2022,-1.844461603524877,-1.7999999999999998,3.3200308863447785,3.2399999999999993,1.024700890847154,1.0,0.5,0.5,1.012350445423577,30.0,0.0974729241877256,1.002407668060914,0.0,0.0,0.0,3.2399999999999993
NY_CLASS_1,NY,1,2,2012,2024,-14.053529416446914,-0.04999999999999982,24.62538780625144,114.00999999999999,0.21599322696475257,1.0,0.5,0.5,0.6079966134823762,30.0,0.7916811332546351,0.3793166294441458,394.413815283705,14.042729755098676,14.043037692816055,114.00999999999999
NY_CLASS_3,NY,3,1,2016,2022,-30.351176458651096,-1.7999999999999998,54.632117625571965,3.2399999999999993,16.86176469925061,1.0,0.5,0.5,8.930882349625305,30.0,0.0974729241877256,2.5460925880135967,0.0,0.0,0.0,3.2399999999999993
OH_CLASS_1,OH,1,2,2012,2024,-5.018819748121942,-0.04999999999999982,84.70236409664827,114.00999999999999,0.7429380238281579,1.0,0.5,0.5,0.8714690119140789,30.0,0.7916811332546351,0.7964888833876,49.636305547684145,4.981672846930534,4.981782088153,114.00999999999999
OH_CLASS_3,OH,3,1,2016,2022,15.812326143360622,-1.7999999999999998,-28.462187058049118,3.2399999999999993,-8.784625635200348,1.0,0.5,0.5,-3.892312817600174,30.0,0.0974729241877256,0.046263927254840076,3.1554436208840472e-30,1.7763568394002505e-15,1.7763568394002505e-15,3.2399999999999993
OK_CLASS_2,OK,2,1,2014,2020,9.341859155544649,9.2,85.94510423101076,84.63999999999999,1.0154194734287663,1.0,0.5,0.5,1.007709736714383,30.0,0.73831123517097,1.0113843704728784,0.0,0.0,0.0,84.63999999999999
OK_CLASS_3,OK,3,1,2016,2022,13.345263968303868,-1.7999999999999998,-24.02147514294696,3.2399999999999993,-7.414035537946595,1.0,0.5,0.5,-3.207017768973298,30.0,0.0974729241877256,0.1798593518969025,3.1554436208840472e-30,1.7763568394002505e-15,1.7763568394002505e-15,3.2399999999999993
OR_CLASS_2,OR,2,1,2014,2020,-2.0956478331552724,9.2,-19.279960065028504,84.63999999999999,-0.22778780795166007,1.0,0.5,0.5,0.38610609602417,30.0,0.73831123517097,0.0935104669833523,0.0,0.0,0.0,84.63999999999999
OR_CLASS_3,OR,3,1,2016,2022,-10.443113619090155,-1.7999999999999998,18.797604514362277,3.2399999999999993,5.80172978838342,1.0,0.5,0.5,3.40086489419171,30.0,0.0974729241877256,1.4680386436330408,0.0,0.0,0.0,3.2399999999999993
PA_CLASS_1,PA,1,2,2012,2024,-4.742387490416199,-0.04999999999999982,129.82080101958894,114.00999999999999,1.1386790721830449,1.0,0.5,0.5,1.0693395360915225,30.0,0.7916811332546351,1.1097896050245744,43.90887535010411,4.685453536807047,4.6855562823481325,114.00999999999999
PA_CLASS_3,PA,3,1,2016,2022,6.525455907933505,-1.7999999999999998,-11.745820634280308,3.2399999999999993,-3.625253282185281,1.0,0.5,0.5,-1.3126266410926406,30.0,0.0974729241877256,0.5491630374765251,0.0,0.0,0.0,3.2399999999999993
RI_CLASS_1,RI,1,2,2012,2024,-4.906846656216615,-0.04999999999999982,-27.38770376992322,114.00999999999999,-0.24022194342534184,1.0,0.5,0.5,0.37988902828732907,30.0,0.7916811332546351,0.018139686341759442,48.392445485641616,4.918857753387883,4.918965617161885,114.00999999999999
RI_CLASS_2,RI,2,1,2014,2020,-8.225958375457125,9.2,-75.67881705420555,84.63999999999999,-0.8941259103757746,1.0,0.5,0.5,0.0529370448121127,30.0,0.73831123517097,-0.3984544404588761,0.0,0.0,0.0,84.63999999999999
SC_CLASS_2,SC,2,1,2014,2020,6.2244592661190286,9.2,57.26502524829506,84.63999999999999,0.676571659360764,1.0,0.5,0.5,0.838285829680382,30.0,0.73831123517097,0.7612092223333484,0.0,0.0,0.0,84.63999999999999
SC_CLASS_3,SC,3,1,2016,2022,-1.6505404345793977,-1.7999999999999998,2.9709727822429155,3.2399999999999993,0.9169669080996655,1.0,0.5,0.5,0.9584834540498328,30.0,0.0974729241877256,0.9919065217281262,0.0,0.0,0.0,3.2399999999999993
SD_CLASS_2,SD,2,1,2014,2020,-5.356792901476474,9.2,-49.28249469358356,84.63999999999999,-0.5822600979865733,1.0,0.5,0.5,0.20886995100671335,30.0,0.73831123517097,-0.1682004073062069,0.0,0.0,0.0,84.63999999999999
SD_CLASS_3,SD,3,1,2016,2022,-1.7383840584949937,-1.7999999999999998,3.1290913052909883,3.2399999999999993,0.9657689213861077,1.0,0.5,0.5,0.9828844606930538,30.0,0.0974729241877256,0.996663396669404,0.0,0.0,0.0,3.2399999999999993
TN_CLASS_1,TN,1,2,2012,2024,2.967266786205803,-0.04999999999999982,336.1605565156324,114.00999999999999,2.9485181695959337,1.0,0.5,0.5,1.9742590847979669,30.0,0.7916811332546351,2.542605072672956,19.403472119489447,3.1146926946855995,3.1147609956053968,114.00999999999999
TN_CLASS_2,TN,2,1,2014,2020,4.237403230217765,9.2,38.98410971800344,84.63999999999999,0.4605873076323658,1.0,0.5,0.5,0.7302936538161829,30.0,0.73831123517097,0.6017455488311536,0.0,0.0,0.0,84.63999999999999
TX_CLASS_1,TX,1,2,2012,2024,3.801922563080417,-0.04999999999999982,149.4071723648374,114.00999999999999,1.3104742773865223,1.0,0.5,0.5,1.1552371386932612,30.0,0.7916811332546351,1.2457966277677759,29.915593382528627,3.8674462769497433,3.867531084718559,114.00999999999999
TX_CLASS_2,TX,2,1,2014,2020,18.45187176948647,9.2,169.75722027927551,84.63999999999999,2.005638235813747,1.0,0.5,0.5,1.5028191179068735,30.0,0.73831123517097,1.7424740080188026,0.0,0.0,0.0,84.63999999999999
UT_CLASS_1,UT,1,2,2012,2024,2.2175522351768358,-0.04999999999999982,14.565386659570391,114.00999999999999,0.12775534303631605,1.0,0.5,0.5,0.563877671518158,30.0,0.7916811332546351,0.30946036149969025,9.892252100565795,2.2239400023286517,2.2239887702690626,114.00999999999999
UT_CLASS_3,UT,3,1,2016,2022,32.30211510698818,-1.7999999999999998,-58.14380719257872,3.2399999999999993,-17.945619503882323,1.0,0.5,0.5,-8.472809751941162,30.0,0.0974729241877256,-0.8466849335914173,5.048709793414476e-29,7.105427357601002e-15,7.105427357601002e-15,3.2399999999999993
VA_CLASS_1,VA,1,2,2012,2024,1.5183221332930126,-0.04999999999999982,134.02964327324304,114.00999999999999,1.175595502791361,1.0,0.5,0.5,1.0877977513956805,30.0,0.7916811332546351,1.139015646644282,4.974719029456747,1.5771019084325806,1.5771364921047175,114.00999999999999
VA_CLASS_2,VA,2,1,2014,2020,11.263421306613663,9.2,103.6234760208457,84.63999999999999,1.22428492463192,1.0,0.5,0.5,1.1121424623159601,30.0,0.73831123517097,1.1655920797352208,0.0,0.0,0.0,84.63999999999999
VT_CLASS_1,VT,1,2,2012,2024,-7.71391187723189,-0.04999999999999982,28.10687238840346,114.00999999999999,0.24652988675031542,1.0,0.5,0.5,0.6232649433751577,30.0,0.7916811332546351,0.4034919268689915,118.63403761090305,7.7015853828943746,7.701754268051632,114.00999999999999
VT_CLASS_3,VT,3,1,2016,2022,11.962778715544836,-1.7999999999999998,-21.533001687980704,3.2399999999999993,-6.645988175302688,1.0,0.5,0.5,-2.822994087651344,30.0,0.0974729241877256,0.2547231742484747,3.1554436208840472e-30,1.7763568394002505e-15,1.7763568394002505e-15,3.2399999999999993
WA_CLASS_1,WA,1,2,2012,2024,-1.2001539387910398,-0.04999999999999982,-42.6780440852365,114.00999999999999,-0.374335971276524,1.0,0.5,0.5,0.312832014361738,30.0,0.7916811332546351,-0.0880358592128081,2.9714220628580006,1.218870737354866,1.218897465510943,114.00999999999999
WA_CLASS_3,WA,3,1,2016,2022,-3.475434912393993,-1.7999999999999998,6.255782842309187,3.2399999999999993,1.9307971735522185,1.0,0.5,0.5,1.4653985867761092,30.0,0.0974729241877256,1.0907275223318047,1.9721522630525295e-31,4.440892098500626e-16,4.440892098500626e-16,3.2399999999999993
WI_CLASS_1,WI,1,2,2012,2024,-2.418279814326689,-0.04999999999999982,114.26350088883473,114.00999999999999,1.002223496963729,1.0,0.5,0.5,1.0011117484818643,30.0,0.7916811332546351,1.0017603005960332,11.21693733780323,2.3681686394785024,2.368220570154228,114.00999999999999
WI_CLASS_3,WI,3,1,2016,2022,2.457408314492895,-1.7999999999999998,-4.423334966087211,3.2399999999999993,-1.365226841384942,1.0,0.5,0.5,-0.182613420692471,30.0,0.0974729241877256,0.7694544234029119,1.9721522630525295e-31,4.440892098500626e-16,4.440892098500626e-16,3.2399999999999993
WV_CLASS_1,WV,1,2,2012,2024,-33.656137558684726,-0.04999999999999982,187.7523541785502,114.00999999999999,1.6468060185821438,1.0,0.5,0.5,1.3234030092910718,30.0,0.7916811332546351,1.5120641217870303,2254.4985974541332,33.573797257755615,33.5745334848761,114.00999999999999
WV_CLASS_2,WV,2,1,2014,2020,-15.86007430912207,9.2,-145.91268364392303,84.63999999999999,-1.7239211205567468,1.0,0.5,0.5,-0.3619605602783733,30.0,0.73831123517097,-1.0111015670265444,0.0,0.0,0.0,84.63999999999999
WY_CLASS_1,WY,1,2,2012,2024,2.0580878503600237,-0.04999999999999982,233.24381942684275,114.00999999999999,2.045818958221584,1.0,0.5,0.5,1.522909479110792,30.0,0.7916811332546351,1.8279551380240455,9.334882492798027,2.1603787982711022,2.1604261724018743,114.00999999999999
WY_CLASS_2,WY,2,1,2014,2020,14.800689895469844,9.2,136.16634703832256,84.63999999999999,1.6087706408119398,1.0,0.5,0.5,1.3043853204059699,30.0,0.73831123517097,1.4494622037536862,0.0,0.0,0.0,84.63999999999999
