source_name,source_dataset,source_file,source_row_number,source_row_sha256,poll_id,question_id,race_id,candidate_id,cycle,pollster_id,pollster_rating_id,state_raw,state,office_type,seat_number,seat_name,stage,start_date,end_date,election_date,created_at,as_of_date,field_period_days,days_before_election,pollster,sponsors,display_name,pollster_name,poll_url,poll_source,population,population_full,methodology,notes,sample_size,numeric_grade,pollscore,transparency_score,candidate_name,answer,party_raw,party,pct,is_democratic,is_republican,is_major_party,is_tracking,is_internal,is_partisan,is_hypothetical,is_nationwide_batch,is_ranked_choice_reallocated,ranked_choice_round,sponsor_candidate,sponsor_candidate_party_raw,sponsor_candidate_party,endorsed_candidate,endorsed_candidate_party_raw,endorsed_candidate_party,has_valid_identifiers,has_valid_dates,has_valid_state,has_valid_percentage,field_period_is_nonnegative,poll_ends_by_election_day,is_ranked_choice_row,is_standard_general_election,race_key,question_key,question_candidate_rows,question_unique_candidates,question_major_party_rows,question_pct_sum,question_has_both_major_parties,question_pct_sum_near_100,source_sponsor_ids,source_pollster_rating_name,source_sponsor_candidate_id,source_endorsed_candidate_id,source_endorsed_candidate_name,source_subpopulation,source_url_article,source_url_topline,source_url_crosstab,validation_invalid_identifiers,validation_invalid_dates,validation_invalid_state,validation_invalid_percentage,validation_negative_field_period,validation_duplicate_question_candidate_key,validation_exact_duplicate_row,validation_missing_election_date,validation_poll_after_election_day
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,9150,48bdd1189e3da3cf067ae4ee7e3583b1edd50b91c05e2b584983bc33e6d46a4a,53708,86190,96,12409,2018,1293,235,Arizona,AZ,U.S. Senate,0,Class I,general,2018-04-10,2018-04-11,2018-11-06,2018-08-22,2018-04-11,1,209,OH Predictive Insights / MBQF,KNXV-TV,OH Predictive Insights,,http://createsend.com/t/i-E1269679105F7FA92540EF23F30FEDED,538,lv,lv,,,600.0,2.4,-0.4,,Kyrsten Sinema,Sinema,DEM,D,50.0,True,False,True,,,,True,False,False,,,,,,,,True,True,True,True,True,True,False,False,2018-AZ-96,53708-86190,2,2,2,90.0,True,True,1081,Noble Predictive Insights,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,9151,049b4b90e206b3643fb643c58851f2bac001062501dfff5eab68ea0336ed1f81,53708,86190,96,12411,2018,1293,235,Arizona,AZ,U.S. Senate,0,Class I,general,2018-04-10,2018-04-11,2018-11-06,2018-08-22,2018-04-11,1,209,OH Predictive Insights / MBQF,KNXV-TV,OH Predictive Insights,,http://createsend.com/t/i-E1269679105F7FA92540EF23F30FEDED,538,lv,lv,,,600.0,2.4,-0.4,,Kelli Ward,Ward,REP,R,40.0,False,True,True,,,,True,False,False,,,,,,,,True,True,True,True,True,True,False,False,2018-AZ-96,53708-86190,2,2,2,90.0,True,True,1081,Noble Predictive Insights,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,9152,782c0a57720d402fc3075e6f0a478236fd6d4c91be7a083ab39f0dcf32b90dbb,53708,86191,96,12409,2018,1293,235,Arizona,AZ,U.S. Senate,0,Class I,general,2018-04-10,2018-04-11,2018-11-06,2018-08-22,2018-04-11,1,209,OH Predictive Insights / MBQF,KNXV-TV,OH Predictive Insights,,http://createsend.com/t/i-E1269679105F7FA92540EF23F30FEDED,538,lv,lv,,,600.0,2.4,-0.4,,Kyrsten Sinema,Sinema,DEM,D,59.0,True,False,True,,,,True,False,False,,,,,,,,True,True,True,True,True,True,False,False,2018-AZ-96,53708-86191,2,2,2,92.0,True,True,1081,Noble Predictive Insights,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,9153,b8827be0675ebf3bda8abf5b8b633a3044afc63d2b7cd40c5b8b73cb54e518b5,53708,86191,96,12412,2018,1293,235,Arizona,AZ,U.S. Senate,0,Class I,general,2018-04-10,2018-04-11,2018-11-06,2018-08-22,2018-04-11,1,209,OH Predictive Insights / MBQF,KNXV-TV,OH Predictive Insights,,http://createsend.com/t/i-E1269679105F7FA92540EF23F30FEDED,538,lv,lv,,,600.0,2.4,-0.4,,Joe Arpaio,Arpaio,REP,R,33.0,False,True,True,,,,True,False,False,,,,,,,,True,True,True,True,True,True,False,False,2018-AZ-96,53708-86191,2,2,2,92.0,True,True,1081,Noble Predictive Insights,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,9110,8bde899f8e13b3f37482b54fea4e705670966be6fada9cb992b170544f56630f,53758,86300,96,12409,2018,1193,324,Arizona,AZ,U.S. Senate,0,Class I,general,2018-04-02,2018-04-23,2018-11-06,2018-08-22,2018-04-23,21,197,SurveyMonkey,Axios,SurveyMonkey,,https://drive.google.com/file/d/1-wXoFthHd-fsFnJb5ZsmoZtS-Q9Xn7MV/view,538,rv,rv,Online Opt-In Panel,,1667.0,2.0,0.2,,Kyrsten Sinema,Sinema,DEM,D,51.0,True,False,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-AZ-96,53758-86300,2,2,2,93.0,True,True,788,SurveyMonkey,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,9111,cf9388f7d7df87e7936dbe1d44b8eed846ff79793b6f440b670568dd8504a8f9,53758,86300,96,12410,2018,1193,324,Arizona,AZ,U.S. Senate,0,Class I,general,2018-04-02,2018-04-23,2018-11-06,2018-08-22,2018-04-23,21,197,SurveyMonkey,Axios,SurveyMonkey,,https://drive.google.com/file/d/1-wXoFthHd-fsFnJb5ZsmoZtS-Q9Xn7MV/view,538,rv,rv,Online Opt-In Panel,,1667.0,2.0,0.2,,Martha McSally,McSally,REP,R,42.0,False,True,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-AZ-96,53758-86300,2,2,2,93.0,True,True,788,SurveyMonkey,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,9112,dee3c56838f958055ebc30787eec4a7fce601a27f7ebe3b47ec23ae50aab6032,53758,86301,96,12409,2018,1193,324,Arizona,AZ,U.S. Senate,0,Class I,general,2018-04-02,2018-04-23,2018-11-06,2018-08-22,2018-04-23,21,197,SurveyMonkey,Axios,SurveyMonkey,,https://drive.google.com/file/d/1-wXoFthHd-fsFnJb5ZsmoZtS-Q9Xn7MV/view,538,rv,rv,Online Opt-In Panel,,1667.0,2.0,0.2,,Kyrsten Sinema,Sinema,DEM,D,51.0,True,False,True,,,,True,False,False,,,,,,,,True,True,True,True,True,True,False,False,2018-AZ-96,53758-86301,2,2,2,94.0,True,True,788,SurveyMonkey,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,9113,6cc43a801e1032acd3700aec5f81732740eb0bb19429e1ce0e4dc64ea2e76639,53758,86301,96,12411,2018,1193,324,Arizona,AZ,U.S. Senate,0,Class I,general,2018-04-02,2018-04-23,2018-11-06,2018-08-22,2018-04-23,21,197,SurveyMonkey,Axios,SurveyMonkey,,https://drive.google.com/file/d/1-wXoFthHd-fsFnJb5ZsmoZtS-Q9Xn7MV/view,538,rv,rv,Online Opt-In Panel,,1667.0,2.0,0.2,,Kelli Ward,Ward,REP,R,43.0,False,True,True,,,,True,False,False,,,,,,,,True,True,True,True,True,True,False,False,2018-AZ-96,53758-86301,2,2,2,94.0,True,True,788,SurveyMonkey,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,9114,3f972f732d0f336e9e15ae808a21d6dde85732facea8db7f4875f1a702b0a5f1,53758,86302,96,12409,2018,1193,324,Arizona,AZ,U.S. Senate,0,Class I,general,2018-04-02,2018-04-23,2018-11-06,2018-08-22,2018-04-23,21,197,SurveyMonkey,Axios,SurveyMonkey,,https://drive.google.com/file/d/1-wXoFthHd-fsFnJb5ZsmoZtS-Q9Xn7MV/view,538,rv,rv,Online Opt-In Panel,,1667.0,2.0,0.2,,Kyrsten Sinema,Sinema,DEM,D,61.0,True,False,True,,,,True,False,False,,,,,,,,True,True,True,True,True,True,False,False,2018-AZ-96,53758-86302,2,2,2,93.0,True,True,788,SurveyMonkey,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,9115,cd09fe0788e37cff4ce9e42e34b4db7165ff0a9f6c1991924760a6530fa90038,53758,86302,96,12412,2018,1193,324,Arizona,AZ,U.S. Senate,0,Class I,general,2018-04-02,2018-04-23,2018-11-06,2018-08-22,2018-04-23,21,197,SurveyMonkey,Axios,SurveyMonkey,,https://drive.google.com/file/d/1-wXoFthHd-fsFnJb5ZsmoZtS-Q9Xn7MV/view,538,rv,rv,Online Opt-In Panel,,1667.0,2.0,0.2,,Joe Arpaio,Arpaio,REP,R,32.0,False,True,True,,,,True,False,False,,,,,,,,True,True,True,True,True,True,False,False,2018-AZ-96,53758-86302,2,2,2,93.0,True,True,788,SurveyMonkey,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8974,bcb1e5170fedbd4331507eec2efcd8c79bbfac129480b36babe1af9cf0c109bb,53707,86186,96,12409,2018,1205,183,Arizona,AZ,U.S. Senate,0,Class I,general,2018-06-17,2018-06-21,2018-11-06,2018-08-22,2018-06-21,4,138,Marist College,NBC News,Marist College,,http://media1.s-nbcnews.com/i/today/z_creative/Toss%20Up%20Questions_NBC%20News_Marist%20Poll_Arizona%20Annotated%20Questionnaire_June%202018.pdf,538,rv,rv,Live Phone,,839.0,2.9,-0.9,,Kyrsten Sinema,Sinema,DEM,D,57.0,True,False,True,,False,,True,False,False,,,,,,,,True,True,True,True,True,True,False,False,2018-AZ-96,53707-86186,2,2,2,89.0,True,False,132,Marist University,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8975,4a0da7a6bff6793947941335a1377c166ca021d0b667d1c13d02693ca9ab9484,53707,86186,96,12412,2018,1205,183,Arizona,AZ,U.S. Senate,0,Class I,general,2018-06-17,2018-06-21,2018-11-06,2018-08-22,2018-06-21,4,138,Marist College,NBC News,Marist College,,http://media1.s-nbcnews.com/i/today/z_creative/Toss%20Up%20Questions_NBC%20News_Marist%20Poll_Arizona%20Annotated%20Questionnaire_June%202018.pdf,538,rv,rv,Live Phone,,839.0,2.9,-0.9,,Joe Arpaio,Arpaio,REP,R,32.0,False,True,True,,False,,True,False,False,,,,,,,,True,True,True,True,True,True,False,False,2018-AZ-96,53707-86186,2,2,2,89.0,True,False,132,Marist University,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8976,97eea0208f880bb546c2e0171461ce3eb13b0bf12623bd1e07c83734123aa6bc,53707,86187,96,12409,2018,1205,183,Arizona,AZ,U.S. Senate,0,Class I,general,2018-06-17,2018-06-21,2018-11-06,2018-08-22,2018-06-21,4,138,Marist College,NBC News,Marist College,,http://media1.s-nbcnews.com/i/today/z_creative/Toss%20Up%20Questions_NBC%20News_Marist%20Poll_Arizona%20Annotated%20Questionnaire_June%202018.pdf,538,rv,rv,Live Phone,,839.0,2.9,-0.9,,Kyrsten Sinema,Sinema,DEM,D,49.0,True,False,True,,False,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-AZ-96,53707-86187,2,2,2,87.0,True,False,132,Marist University,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8977,2c9d89271618b46b48790293c71b544a7d83e10ad043945bb1476a9749609420,53707,86187,96,12410,2018,1205,183,Arizona,AZ,U.S. Senate,0,Class I,general,2018-06-17,2018-06-21,2018-11-06,2018-08-22,2018-06-21,4,138,Marist College,NBC News,Marist College,,http://media1.s-nbcnews.com/i/today/z_creative/Toss%20Up%20Questions_NBC%20News_Marist%20Poll_Arizona%20Annotated%20Questionnaire_June%202018.pdf,538,rv,rv,Live Phone,,839.0,2.9,-0.9,,Martha McSally,McSally,REP,R,38.0,False,True,True,,False,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-AZ-96,53707-86187,2,2,2,87.0,True,False,132,Marist University,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8978,01b44e6eb72f0d1185bb3380781c829e97baab5ff626b9e029fd203685544cf4,53707,86188,96,12409,2018,1205,183,Arizona,AZ,U.S. Senate,0,Class I,general,2018-06-17,2018-06-21,2018-11-06,2018-08-22,2018-06-21,4,138,Marist College,NBC News,Marist College,,http://media1.s-nbcnews.com/i/today/z_creative/Toss%20Up%20Questions_NBC%20News_Marist%20Poll_Arizona%20Annotated%20Questionnaire_June%202018.pdf,538,rv,rv,Live Phone,,839.0,2.9,-0.9,,Kyrsten Sinema,Sinema,DEM,D,48.0,True,False,True,,False,,True,False,False,,,,,,,,True,True,True,True,True,True,False,False,2018-AZ-96,53707-86188,2,2,2,86.0,True,False,132,Marist University,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8979,f12e5cded4bf71c15c1c0c65f72bce08220fa2eb5eb8b530ca2f8bf787250045,53707,86188,96,12411,2018,1205,183,Arizona,AZ,U.S. Senate,0,Class I,general,2018-06-17,2018-06-21,2018-11-06,2018-08-22,2018-06-21,4,138,Marist College,NBC News,Marist College,,http://media1.s-nbcnews.com/i/today/z_creative/Toss%20Up%20Questions_NBC%20News_Marist%20Poll_Arizona%20Annotated%20Questionnaire_June%202018.pdf,538,rv,rv,Live Phone,,839.0,2.9,-0.9,,Kelli Ward,Ward,REP,R,38.0,False,True,True,,False,,True,False,False,,,,,,,,True,True,True,True,True,True,False,False,2018-AZ-96,53707-86188,2,2,2,86.0,True,False,132,Marist University,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8950,276f47d6408b3feb0b3c34789b5f2f6a49bdb83c34fdc66ee94a0e1a45780f56,53705,86180,96,12409,2018,1102,88,Arizona,AZ,U.S. Senate,0,Class I,general,2018-06-21,2018-06-22,2018-11-06,2018-08-22,2018-06-22,1,137,Emerson,,Emerson College,,https://www.emerson.edu/sites/default/files/Files/Academics/ecp-az-6.24.pdf,538,rv,rv,IVR/Online Opt-In Panel,,650.0,2.9,-1.1,,Kyrsten Sinema,Sinema,DEM,D,40.0,True,False,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-AZ-96,53705-86180,2,2,2,71.8,True,False,,Emerson College,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8951,79c125038353bcc94c4f5be02e99cbc5b5858f144aba7ac5a1e3f3ca8b3ab6fe,53705,86180,96,12410,2018,1102,88,Arizona,AZ,U.S. Senate,0,Class I,general,2018-06-21,2018-06-22,2018-11-06,2018-08-22,2018-06-22,1,137,Emerson,,Emerson College,,https://www.emerson.edu/sites/default/files/Files/Academics/ecp-az-6.24.pdf,538,rv,rv,IVR/Online Opt-In Panel,,650.0,2.9,-1.1,,Martha McSally,McSally,REP,R,31.8,False,True,True,,,,False,False,False,,,,,,,,True,True,True,True,True,True,False,True,2018-AZ-96,53705-86180,2,2,2,71.8,True,False,,Emerson College,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8952,aee3de227a2c0d44633c84b322c68d57f3c3ccb453d296237679637f145d0ec4,53705,86181,96,12409,2018,1102,88,Arizona,AZ,U.S. Senate,0,Class I,general,2018-06-21,2018-06-22,2018-11-06,2018-08-22,2018-06-22,1,137,Emerson,,Emerson College,,https://www.emerson.edu/sites/default/files/Files/Academics/ecp-az-6.24.pdf,538,rv,rv,IVR/Online Opt-In Panel,,650.0,2.9,-1.1,,Kyrsten Sinema,Sinema,DEM,D,43.0,True,False,True,,,,True,False,False,,,,,,,,True,True,True,True,True,True,False,False,2018-AZ-96,53705-86181,2,2,2,69.0,True,False,,Emerson College,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8953,e4d8d80ad194638e7e792c7711d2d2a8a4c22c872e61d7103159b1bf45ef84f9,53705,86181,96,12411,2018,1102,88,Arizona,AZ,U.S. Senate,0,Class I,general,2018-06-21,2018-06-22,2018-11-06,2018-08-22,2018-06-22,1,137,Emerson,,Emerson College,,https://www.emerson.edu/sites/default/files/Files/Academics/ecp-az-6.24.pdf,538,rv,rv,IVR/Online Opt-In Panel,,650.0,2.9,-1.1,,Kelli Ward,Ward,REP,R,26.0,False,True,True,,,,True,False,False,,,,,,,,True,True,True,True,True,True,False,False,2018-AZ-96,53705-86181,2,2,2,69.0,True,False,,Emerson College,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8954,22ba87161b701eaa2c5b108a6393bfb78c4a06e9a45ad2c08242c64e1054c93a,53705,86182,96,12409,2018,1102,88,Arizona,AZ,U.S. Senate,0,Class I,general,2018-06-21,2018-06-22,2018-11-06,2018-08-22,2018-06-22,1,137,Emerson,,Emerson College,,https://www.emerson.edu/sites/default/files/Files/Academics/ecp-az-6.24.pdf,538,rv,rv,IVR/Online Opt-In Panel,,650.0,2.9,-1.1,,Kyrsten Sinema,Sinema,DEM,D,54.0,True,False,True,,,,True,False,False,,,,,,,,True,True,True,True,True,True,False,False,2018-AZ-96,53705-86182,2,2,2,84.0,True,False,,Emerson College,,,,,,,,False,False,False,False,False,False,False,False,False
FiveThirtyEight,senate_polls_historical,senate_polls_historical.csv,8955,8243236f8e8b7819925dba50add0785a2385d0f5808e8e5f3c5cd23d7156d0a6,53705,86182,96,12412,2018,1102,88,Arizona,AZ,U.S. Senate,0,Class I,general,2018-06-21,2018-06-22,2018-11-06,2018-08-22,2018-06-22,1,137,Emerson,,Emerson College,,https://www.emerson.edu/sites/default/files/Files/Academics/ecp-az-6.24.pdf,538,rv,rv,IVR/Online Opt-In Panel,,650.0,2.9,-1.1,,Joe Arpaio,Arpaio,REP,R,30.0,False,True,True,,,,True,False,False,,,,,,,,True,True,True,True,True,True,False,False,2018-AZ-96,53705-86182,2,2,2,84.0,True,False,,Emerson College,,,,,,,,False,False,False,False,False,False,False,False,False
